Datetime,^GSPC
2024-11-04 18:30:00+00:00,5721.10009765625
2024-11-04 18:31:00+00:00,5721.52978515625
2024-11-04 18:32:00+00:00,5722.740234375
2024-11-04 18:33:00+00:00,5721.97021484375
2024-11-04 18:34:00+00:00,5722.27978515625
2024-11-04 18:35:00+00:00,5723.509765625
2024-11-04 18:36:00+00:00,5722.2900390625
2024-11-04 18:37:00+00:00,5724.22998046875
2024-11-04 18:38:00+00:00,5724.6298828125
2024-11-04 18:39:00+00:00,5724.009765625
2024-11-04 18:40:00+00:00,5724.330078125
2024-11-04 18:41:00+00:00,5726.06982421875
2024-11-04 18:42:00+00:00,5725.8701171875
2024-11-04 18:43:00+00:00,5725.39990234375
2024-11-04 18:44:00+00:00,5726.10009765625
2024-11-04 18:45:00+00:00,5727.83984375
2024-11-04 18:46:00+00:00,5728.06005859375
2024-11-04 18:47:00+00:00,5726.83984375
2024-11-04 18:48:00+00:00,5727.27001953125
2024-11-04 18:49:00+00:00,5727.93994140625
2024-11-04 18:50:00+00:00,5726.830078125
2024-11-04 18:51:00+00:00,5727.16015625
2024-11-04 18:52:00+00:00,5727.0
2024-11-04 18:53:00+00:00,5727.33984375
2024-11-04 18:54:00+00:00,5725.5498046875
2024-11-04 18:55:00+00:00,5725.06005859375
2024-11-04 18:56:00+00:00,5724.89013671875
2024-11-04 18:57:00+00:00,5724.60009765625
2024-11-04 18:58:00+00:00,5724.6201171875
2024-11-04 18:59:00+00:00,5723.240234375
2024-11-04 19:00:00+00:00,5724.4501953125
2024-11-04 19:01:00+00:00,5724.33984375
2024-11-04 19:02:00+00:00,5724.2998046875
2024-11-04 19:03:00+00:00,5724.5400390625
2024-11-04 19:04:00+00:00,5724.2001953125
2024-11-04 19:05:00+00:00,5725.2998046875
2024-11-04 19:06:00+00:00,5725.919921875
2024-11-04 19:07:00+00:00,5726.93017578125
2024-11-04 19:08:00+00:00,5726.85009765625
2024-11-04 19:09:00+00:00,5725.60986328125
2024-11-04 19:10:00+00:00,5725.10986328125
2024-11-04 19:11:00+00:00,5726.1201171875
2024-11-04 19:12:00+00:00,5725.990234375
2024-11-04 19:13:00+00:00,5725.66015625
2024-11-04 19:14:00+00:00,5727.0400390625
2024-11-04 19:15:00+00:00,5726.4501953125
2024-11-04 19:16:00+00:00,5726.41015625
2024-11-04 19:17:00+00:00,5725.35009765625
2024-11-04 19:18:00+00:00,5725.0498046875
2024-11-04 19:19:00+00:00,5724.91015625
2024-11-04 19:20:00+00:00,5725.18994140625
2024-11-04 19:21:00+00:00,5724.60986328125
2024-11-04 19:22:00+00:00,5724.7099609375
2024-11-04 19:23:00+00:00,5724.2099609375
2024-11-04 19:24:00+00:00,5723.52978515625
2024-11-04 19:25:00+00:00,5724.509765625
2024-11-04 19:26:00+00:00,5724.66015625
2024-11-04 19:27:00+00:00,5724.080078125
2024-11-04 19:28:00+00:00,5722.93994140625
2024-11-04 19:29:00+00:00,5720.68994140625
2024-11-04 19:30:00+00:00,5720.9599609375
2024-11-04 19:31:00+00:00,5722.58984375
2024-11-04 19:32:00+00:00,5723.6298828125
2024-11-04 19:33:00+00:00,5724.25
2024-11-04 19:34:00+00:00,5724.02001953125
2024-11-04 19:35:00+00:00,5724.52001953125
2024-11-04 19:36:00+00:00,5724.080078125
2024-11-04 19:37:00+00:00,5724.7900390625
2024-11-04 19:38:00+00:00,5725.56005859375
2024-11-04 19:39:00+00:00,5726.56005859375
2024-11-04 19:40:00+00:00,5726.35986328125
2024-11-04 19:41:00+00:00,5726.330078125
2024-11-04 19:42:00+00:00,5725.22998046875
2024-11-04 19:43:00+00:00,5724.6201171875
2024-11-04 19:44:00+00:00,5723.89990234375
2024-11-04 19:45:00+00:00,5723.7099609375
2024-11-04 19:46:00+00:00,5723.2998046875
2024-11-04 19:47:00+00:00,5723.9599609375
2024-11-04 19:48:00+00:00,5723.009765625
2024-11-04 19:49:00+00:00,5723.0
2024-11-04 19:50:00+00:00,5724.25
2024-11-04 19:51:00+00:00,5724.06982421875
2024-11-04 19:52:00+00:00,5725.0400390625
2024-11-04 19:53:00+00:00,5722.93994140625
2024-11-04 19:54:00+00:00,5722.8701171875
2024-11-04 19:55:00+00:00,5722.81005859375
2024-11-04 19:56:00+00:00,5722.56005859375
2024-11-04 19:57:00+00:00,5723.06005859375
2024-11-04 19:58:00+00:00,5723.47021484375
2024-11-04 19:59:00+00:00,5722.02978515625
2024-11-04 20:00:00+00:00,5722.14990234375
2024-11-04 20:01:00+00:00,5721.68017578125
